6:46:بەك ئامراق:37:1796:سەت:2:95581,95627
2376:11:كۆپتىن كۆپ:37:1796:سەت:1:20423
2377:73:كۆپ رەھمەت:37:1796:سەت:2:20423,96866
2384:76:ئىگە بولغان:15:38:ھادىسە:1:16968
2384:76:ئىگە بولغان:20:9:مەغلۇپ بولۇش:1:25196
2384:76:ئىگە بولغان:27:401:ئاجىز:1:41545
2384:76:ئىگە بولغان:37:1796:سەت:3:7526,21079,106064
2385:31:ئادەم ئەمەس:32:111:ساختا:1:46010
2396:18:تەسىر قىلدى:37:1796:سەت:1:39914
2399:24:خۇدايىم ساق:6:240:قالايمىقان:1:87721
2399:24:خۇدايىم ساق:37:1796:سەت:1:80548
2400:24:ساق سالامەت:2:49:قوپال:1:51858
2400:24:ساق سالامەت:22:177:قايغۇ:1:82814
2402:2:چوڭ بولۇشقا:37:1796:سەت:1:74020
2417:74:قىسقا فىلىم:27:401:ئاجىز:1:34841
2417:74:قىسقا فىلىم:37:1796:سەت:3:49872,75255,78221
2418:4:تورىنى قۇرۇپ:23:87:غەيرى:1:75906
2420:19:فىلىم ئىشلەش:7:76:ئەلەم:1:38043
2441:10:ياخشى ئىشلەنگەن:28:552:خاتالىق:1:60715
2445:12:بەك پەچەت:14:42:ئاۋارىچىلىق:3:52871,52882,53016
2447:6:تورىنىڭ تەرجىمانلىرى:28:552:خاتالىق:3:84448,84449,84484
2450:42:ئىگە بولۇپ:37:1796:سەت:2:19046,22629
2492:122:يۇمشاق دىتال:6:240:قالايمىقان:1:65657
2492:122:يۇمشاق دىتال:8:21:ئاداۋەت:1:108368
2492:122:يۇمشاق دىتال:28:552:خاتالىق:1:98343
2492:122:يۇمشاق دىتال:29:121:زەربە:1:98343
2492:122:يۇمشاق دىتال:37:1796:سەت:1:108368
2539:4:بەخىت تىلەش:18:68:زوراۋانلىق:1:82421
2540:1:مەزمۇنى ياخشكەن:18:68:زوراۋانلىق:1:82421
2547:64:ئاتا قىلسۇن:27:401:ئاجىز:2:44521,84463
2547:64:ئاتا قىلسۇن:37:1796:سەت:1:56268
2555:9:بەخت سائادەت:7:76:ئەلەم:1:74353
2555:9:بەخت سائادەت:22:177:قايغۇ:1:74353
2576:26:ياخشى ئىكەن:37:1796:سەت:1:49623
2580:57:ئاپتونوم رايونلۇق:27:401:ئاجىز:1:47136
2580:57:ئاپتونوم رايونلۇق:37:1796:سەت:1:47071
2589:105:ھې ھې:37:1796:سەت:1:108759
2596:7:كۈچ چىقىرىپ:37:1796:سەت:1:92895
2602:3:قۇدرەت تاپقۇزۇش:28:552:خاتالىق:1:69877
2625:5:بايلىقى مول:28:552:خاتالىق:1:102168
2648:34:ھېس قىلىمەن:18:68:زوراۋانلىق:1:2903
2648:34:ھېس قىلىمەن:27:401:ئاجىز:1:51848
2656:12:ئاتا قىلدى:37:1796:سەت:2:86476,111279
2658:121:پۈتۈن دۇنيا:1:58:بىنورمال:1:15769
2658:121:پۈتۈن دۇنيا:5:59:ئازار:1:104103
2658:121:پۈتۈن دۇنيا:32:111:ساختا:1:88524
2658:121:پۈتۈن دۇنيا:33:36:تېتىقسىز:1:86025
2658:121:پۈتۈن دۇنيا:37:1796:سەت:3:15716,26384,96014
2660:76:ھىس قىلدىم:6:240:قالايمىقان:2:72109,72114
2660:76:ھىس قىلدىم:27:401:ئاجىز:2:17295,89341
2665:3:ياشلىرىمنى توختىتالماي:37:1796:سەت:1:102484
2670:2:ئىسىل نەرسىكەن:37:1796:سەت:1:63123
2718:1:پەسلى ياخشىكەن:37:1796:سەت:1:84789
2720:1:پۇرسەت چىقىدىكەن:37:1796:سەت:1:84789
2721:2:ئىشقا ماڭغاچ:37:1796:سەت:1:84789
2722:1:ئۆزگىرىشلىرىدىن ھۇزۇر:37:1796:سەت:1:84789
2723:1:ھۇزۇر ئالغىلى:37:1796:سەت:1:84789
2744:4:كەڭ گۈدۈكداشلارنىڭ:28:552:خاتالىق:1:99057
2783:11:سوۋغا قىلاي:27:401:ئاجىز:1:39921
2793:6:كۈن بار:15:38:ھادىسە:1:76683
2800:6:ئاللاھقا چەكسىز:22:177:قايغۇ:1:110439
2813:66:خەتلىك فىلىم:8:21:ئاداۋەت:1:42739
2813:66:خەتلىك فىلىم:27:401:ئاجىز:1:81452
2813:66:خەتلىك فىلىم:32:111:ساختا:1:86525
2816:5:ياخشى نىيەتتە:36:17:يامان نىيەت:2:93145,93146
2826:11:تەسىس قىلىپ:17:110:قانۇنسىز:1:83388
2833:2:خېلى تەرەققى:6:240:قالايمىقان:1:99110
2848:31:ئالدىنقى كۈنى:28:552:خاتالىق:2:77819,77830
2863:26:ياخشى خەۋەر:37:1796:سەت:4:62450,95581,95627,102646
2864:6:خەۋەر بولدى:22:177:قايغۇ:1:110436
2867:14:مىكرو بلوگىدا:6:240:قالايمىقان:1:86088
2895:10:چوڭ سۈپەت:37:1796:سەت:1:103339
2906:11:خەيىرلىك سەھەر:37:1796:سەت:1:74419
2914:30:ئىنتايىن ياخشى:37:1796:سەت:1:33631
2915:5:ياخشى جاي:22:177:قايغۇ:1:60818
2915:5:ياخشى جاي:27:401:ئاجىز:1:60818
2957:48:ئىنتايىن كۆپ:27:401:ئاجىز:1:28683
2969:1:ئىچسەملا مۈگدەپ:22:177:قايغۇ:1:88799
2970:34:ئارام ئېلىش:6:240:قالايمىقان:1:111164
2970:34:ئارام ئېلىش:22:177:قايغۇ:1:88799
2970:34:ئارام ئېلىش:37:1796:سەت:1:58312
2971:1:ئۇسۇلۇم يوق:22:177:قايغۇ:1:88799
2972:1:تۇرمۇشۇم كۆڭۈللۈك:22:177:قايغۇ:1:88799
2973:1:كۆڭۈللۈك ئۆتسىلا:22:177:قايغۇ:1:88799
2976:56:يامان ئىش:6:240:قالايمىقان:1:99229
2976:56:يامان ئىش:27:401:ئاجىز:3:91212,91213,108546
2976:56:يامان ئىش:36:17:يامان نىيەت:1:89871
2976:56:يامان ئىش:37:1796:سەت:5:61181,61183,61287,91213,108546
2977:21:ئىنتايىن ئاز:37:1796:سەت:1:29607
2978:15:ئاز بولۇپ:37:1796:سەت:3:29260,29607,97638
2983:9:ياخشى تەربىيە:37:1796:سەت:1:57911
2994:160:ئەڭ يۇقىرى:37:1796:سەت:3:13560,39729,59405
2998:2:ۋەكىللىك قىلمايدۇ:28:552:خاتالىق:1:93519
3008:1:ناھايتى قايىل:37:1796:سەت:1:89322
3009:11:ياخشى ئۆگىنىش:37:1796:سەت:1:89322
3010:4:ئۇچۇرىنى بەرگەن:37:1796:سەت:1:89322
3011:1:سەۋەپ كۆرسەتمەستىن:37:1796:سەت:1:89322
3012:2:بېلىتى ئېلىپ:37:1796:سەت:1:89322
3013:2:بۇرۇن كېلىپ:37:1796:سەت:1:89322
3014:1:ئوخشاشلا مىليونېر:37:1796:سەت:1:89322
3015:1:مىليونېر ئىدى:37:1796:سەت:1:89322
3018:6:رەھمەتلىك چوڭ:23:87:غەيرى:1:71211
3029:90:تەرجىمە قىلىش:2:49:قوپال:1:55690
3029:90:تەرجىمە قىلىش:28:552:خاتالىق:1:104076
3029:90:تەرجىمە قىلىش:37:1796:سەت:1:73785
3046:123:ھېس قىلدىم:1:58:بىنورمال:1:72580
3046:123:ھېس قىلدىم:27:401:ئاجىز:2:32190,76733
3046:123:ھېس قىلدىم:33:36:تېتىقسىز:1:92024
3046:123:ھېس قىلدىم:37:1796:سەت:1:72152
3054:30:خېلى بولدى:28:552:خاتالىق:1:84484
3054:30:خېلى بولدى:37:1796:سەت:1:65618
3069:27:ھېرىپ كەتتىم:37:1796:سەت:1:103426
3090:3:كۆپ نەپ:2:49:قوپال:1:75640
3097:1:تەنھەركەتچى بولسىمۇ:38:13:قىلتاق:1:91270
3098:49:گەپ قىلىش:2:49:قوپال:1:102208
3098:49:گەپ قىلىش:37:1796:سەت:3:33104,58386,106015
3098:49:گەپ قىلىش:38:13:قىلتاق:1:91270
3099:3:ئادەمنى قايىل:38:13:قىلتاق:1:91270
3103:60:ئوتلۇق سالام:37:1796:سەت:1:77353
3109:9:ئوپمۇ ئوخشاش:17:110:قانۇنسىز:1:83916
3109:9:ئوپمۇ ئوخشاش:37:1796:سەت:1:70776
3110:4:ئوخشاش ئىدى:27:401:ئاجىز:1:49820
3111:13:تېخىمۇ كۈچلۈك:27:401:ئاجىز:1:85219
3111:13:تېخىمۇ كۈچلۈك:29:121:زەربە:2:85191,85219
3120:27:ئوتتۇرا ئاسىيادىكى:29:121:زەربە:3:27400,60978,60986
3120:27:ئوتتۇرا ئاسىيادىكى:37:1796:سەت:1:27400
3129:4:تېخىمۇ ئاشتى:27:401:ئاجىز:1:103362
3131:26:پەرقى يوق:6:240:قالايمىقان:1:89856
3131:26:پەرقى يوق:37:1796:سەت:1:58487
3143:3:بەكلا قىزىق:37:1796:سەت:2:52263,52264
3146:26:ئاز تولا:27:401:ئاجىز:1:30734
3146:26:ئاز تولا:28:552:خاتالىق:2:58030,99513
3157:407:غا قاراپ:6:240:قالايمىقان:1:98648
3157:407:غا قاراپ:7:76:ئەلەم:1:73137
3157:407:غا قاراپ:20:9:مەغلۇپ بولۇش:1:82734
3157:407:غا قاراپ:22:177:قايغۇ:1:16834
3157:407:غا قاراپ:27:401:ئاجىز:1:17295
3157:407:غا قاراپ:28:552:خاتالىق:4:1148,98536,98648,108677
3157:407:غا قاراپ:32:111:ساختا:2:45013,56858
3157:407:غا قاراپ:33:36:تېتىقسىز:1:70608
3157:407:غا قاراپ:35:19:شەھۋانى:1:52924
3157:407:غا قاراپ:37:1796:سەت:9:15352,28214,59225,67647,68084,74845,75199,85310,97841
3160:2:كۆپ خاتىرجەم:37:1796:سەت:1:91776
3161:1:خاتىرجەم قىلىدۇ:37:1796:سەت:1:91776
3162:1:چوقۇم ئىگىلەپ:37:1796:سەت:1:91776
3163:1:ھەمكارلىقىلا بولسا:37:1796:سەت:1:91776
3164:1:دەرۋازىسى كەڭ:37:1796:سەت:1:91776
3165:1:كەڭ ئېچىۋىتىلىدۇ:37:1796:سەت:1:91776
3167:23:سۈرئەتتە مۇۋەپپەقىيەت:37:1796:سەت:1:95205
3183:6:رول ئېلىش:33:36:تېتىقسىز:1:89643
3202:121:ئامال يوق:6:240:قالايمىقان:1:53611
3202:121:ئامال يوق:14:42:ئاۋارىچىلىق:1:88658
3202:121:ئامال يوق:18:68:زوراۋانلىق:1:90628
3202:121:ئامال يوق:32:111:ساختا:1:53611
3202:121:ئامال يوق:37:1796:سەت:4:53611,63336,80548,87595
3206:8:شەھەرلىك ئوتتۇرا:6:240:قالايمىقان:2:91219,95779
3206:8:شەھەرلىك ئوتتۇرا:37:1796:سەت:1:65134
3207:121:ئوتتۇرا مەكتەپ:37:1796:سەت:4:17398,96441,109024,109042
3235:8:ئاخىرى تۈگىدى:37:1796:سەت:1:51595
3244:17:ياردەم بېرىدۇ:18:68:زوراۋانلىق:1:99726
3250:10:چوڭ بولسا:37:1796:سەت:1:13023
3254:135:ئېلان قىلدى:27:401:ئاجىز:1:41545
3254:135:ئېلان قىلدى:28:552:خاتالىق:1:75065
3254:135:ئېلان قىلدى:37:1796:سەت:3:41523,46738,56835
3278:27:ياخشى گەپ:27:401:ئاجىز:1:60104
3278:27:ياخشى گەپ:28:552:خاتالىق:1:60104
3278:27:ياخشى گەپ:37:1796:سەت:1:56326
3283:4:ھىھى ياشىسۇن:37:1796:سەت:4:93345,93348,93349,93351
3287:93:چىڭ تۇت:27:401:ئاجىز:2:21281,102078
3287:93:چىڭ تۇت:28:552:خاتالىق:1:98423
3287:93:چىڭ تۇت:32:111:ساختا:1:65915
3287:93:چىڭ تۇت:37:1796:سەت:32:42109,42851,45716,55888,56059,56196,58937,64473,67201,67204,70039,71911,72692,72776,72943,75056,75785,76065,86627,91162,91163,91595,95367,95789,96748,99788,103877,107900,108076,109351,110313,111150
3295:25:ياخشى بولىدۇ:5:59:ئازار:1:72243
3334:17:ھىلال ئاي:29:121:زەربە:1:52310
3375:2:قىسقىچە مەزمۇنىنى:37:1796:سەت:1:86841
3392:73:ئىش بار:22:177:قايغۇ:1:101810
3392:73:ئىش بار:28:552:خاتالىق:1:78170
3392:73:ئىش بار:37:1796:سەت:5:60321,60339,93348,93349,107327
3393:246:بار ئىدى:23:87:غەيرى:1:95857
3393:246:بار ئىدى:27:401:ئاجىز:1:91016
3393:246:بار ئىدى:28:552:خاتالىق:3:57777,77819,77830
3393:246:بار ئىدى:29:121:زەربە:1:18252
3393:246:بار ئىدى:37:1796:سەت:3:28214,55456,84982
3401:20:لوڭقىسىنى تالىشىش:37:1796:سەت:1:44581
3411:29:خېلى چوڭ:32:111:ساختا:1:58981
3415:75:گەپ يوق:22:177:قايغۇ:1:66920
3415:75:گەپ يوق:27:401:ئاجىز:1:91212
3415:75:گەپ يوق:37:1796:سەت:5:103327,103620,105206,105209,105212
3444:3:تامغا بېسىپ:2:49:قوپال:1:77495
3463:14:كەڭ قۇرساق:28:552:خاتالىق:3:94699,94726,94744
3463:14:كەڭ قۇرساق:35:19:شەھۋانى:1:52924
3463:14:كەڭ قۇرساق:37:1796:سەت:1:41191
3485:2:كۈچى كۈچلۈك:27:401:ئاجىز:1:79477
3502:3:مەزمۇنى چوڭقۇر:27:401:ئاجىز:1:96638
3614:39:ئەڭ مۇھىمى:6:240:قالايمىقان:1:89664
3614:39:ئەڭ مۇھىمى:27:401:ئاجىز:1:41091
3614:39:ئەڭ مۇھىمى:29:121:زەربە:1:84847
3622:80:بار دەپ:6:240:قالايمىقان:1:98648
3622:80:بار دەپ:27:401:ئاجىز:1:81946
3622:80:بار دەپ:28:552:خاتالىق:5:76787,90341,98648,101463,108993
3622:80:بار دەپ:29:121:زەربە:2:60978,60986
3650:6:ئەمەلىي كۈچ:28:552:خاتالىق:1:100743
3693:2:قىززىق چىقىپتۇ:28:552:خاتالىق:1:63355
3696:9:ئەھمىيەتلىك ئىشلار:6:240:قالايمىقان:1:84192
3696:9:ئەھمىيەتلىك ئىشلار:17:110:قانۇنسىز:1:60899
3746:41:تەسىر كۆرسىتىدۇ:6:240:قالايمىقان:1:47383
3746:41:تەسىر كۆرسىتىدۇ:15:38:ھادىسە:1:4529
3746:41:تەسىر كۆرسىتىدۇ:16:5:ھالاك بولۇش:1:110323
3746:41:تەسىر كۆرسىتىدۇ:30:25:ئىسراپچىلىق:1:110963
3746:41:تەسىر كۆرسىتىدۇ:37:1796:سەت:1:17971
3754:122:ئۇلۇغ ئاللا:2:49:قوپال:1:78420
3754:122:ئۇلۇغ ئاللا:5:59:ئازار:1:72964
3754:122:ئۇلۇغ ئاللا:22:177:قايغۇ:2:97026,97027
3754:122:ئۇلۇغ ئاللا:27:401:ئاجىز:1:87209
3754:122:ئۇلۇغ ئاللا:32:111:ساختا:1:56858
3754:122:ئۇلۇغ ئاللا:37:1796:سەت:2:56864,58624
3757:7:جەننەتتە قىلغاي:22:177:قايغۇ:2:45033,56880
3800:2:جارى قىلدۇرالايدۇ:37:1796:سەت:1:22629
3830:43:يىل بولدى:27:401:ئاجىز:1:72437
3830:43:يىل بولدى:37:1796:سەت:1:90251
3833:7:ئوتتۇرا مەيدان:37:1796:سەت:1:46738
3847:9:ۋاھ ۋاھ:37:1796:سەت:1:109328
3853:19:ئادەم بولسا:37:1796:سەت:1:73431
3873:2:ياخشى ئوينىغان:23:87:غەيرى:1:71211
3950:7:ئورۇندا تۇرىدىكەن:6:240:قالايمىقان:1:104268
3950:7:ئورۇندا تۇرىدىكەن:37:1796:سەت:1:40368
3979:2:پۇرسەت چىقىرىپ:37:1796:سەت:2:36219,44293
3990:12:ئەھمىيەتلىك ئىش:6:240:قالايمىقان:1:84192
3990:12:ئەھمىيەتلىك ئىش:17:110:قانۇنسىز:1:60899
3995:3:مەزمۇنى ياخشى:29:121:زەربە:1:62626
4001:12:كۆپ رەخمەت:5:59:ئازار:1:96970
4001:12:كۆپ رەخمەت:37:1796:سەت:1:65618
4007:13:ئاز ساندىكى:27:401:ئاجىز:1:59099
4007:13:ئاز ساندىكى:29:121:زەربە:1:83304
4007:13:ئاز ساندىكى:30:25:ئىسراپچىلىق:1:7223
4007:13:ئاز ساندىكى:32:111:ساختا:1:59099
4007:13:ئاز ساندىكى:37:1796:سەت:1:23006
4033:1:مۇسابىقە كۆرۈشكە:37:1796:سەت:1:51595
4037:154:دىن ئېشىپ:22:177:قايغۇ:1:36403
4037:154:دىن ئېشىپ:29:121:زەربە:1:67055
4037:154:دىن ئېشىپ:37:1796:سەت:4:39406,39706,40847,89331
4058:8:ئېچىلىپ كەت:28:552:خاتالىق:1:83733
4067:1:كەپ كىتىدۇ:27:401:ئاجىز:1:73278
4086:42:كېرەك ئىدى:2:49:قوپال:1:99052
4086:42:كېرەك ئىدى:28:552:خاتالىق:1:32752
4103:8:ئۇيقۇ يوق:7:76:ئەلەم:1:109547
4103:8:ئۇيقۇ يوق:29:121:زەربە:1:109547
4103:8:ئۇيقۇ يوق:37:1796:سەت:1:109547
4113:4:بەك قىزىپ:27:401:ئاجىز:1:68151
4133:347:چى بولغان:6:240:قالايمىقان:1:83637
4133:347:چى بولغان:14:42:ئاۋارىچىلىق:1:43163
4133:347:چى بولغان:17:110:قانۇنسىز:1:103741
4133:347:چى بولغان:18:68:زوراۋانلىق:3:51733,70859,87260
4133:347:چى بولغان:20:9:مەغلۇپ بولۇش:2:2201,2203
4133:347:چى بولغان:22:177:قايغۇ:1:101032
4133:347:چى بولغان:27:401:ئاجىز:1:89152
4133:347:چى بولغان:28:552:خاتالىق:2:77830,83538
4133:347:چى بولغان:29:121:زەربە:1:97326
4133:347:چى بولغان:32:111:ساختا:4:40976,44802,65915,74191
4133:347:چى بولغان:35:19:شەھۋانى:1:7344
4133:347:چى بولغان:37:1796:سەت:9:10723,16171,24638,26384,30528,30607,47071,78553,92456
4182:48:نەشىر قىلىنغان:29:121:زەربە:1:26881
4182:48:نەشىر قىلىنغان:37:1796:سەت:1:45313
4194:6:راس دەيسىز:28:552:خاتالىق:1:103234
4229:32:قىممىتى بار:37:1796:سەت:1:26794
4275:27:چوڭ چوڭ:37:1796:سەت:1:2692
4276:21:چوڭ ئىشلارنى:23:87:غەيرى:1:82268
4280:8:ئىشنى قىلىپ:28:552:خاتالىق:1:84126
4280:8:ئىشنى قىلىپ:37:1796:سەت:1:17316
4301:21:چوقۇم ياخشى:6:240:قالايمىقان:1:57956
4301:21:چوقۇم ياخشى:37:1796:سەت:2:25150,57447
4346:6:ياخشى تەرەپلىرى:37:1796:سەت:1:61900
4351:7:ئالدىغا ئۆتۈپ:5:59:ئازار:1:111567
4351:7:ئالدىغا ئۆتۈپ:27:401:ئاجىز:1:111567
4398:71:ھاجىتى يوق:6:240:قالايمىقان:1:96708
4398:71:ھاجىتى يوق:30:25:ئىسراپچىلىق:1:92799
4398:71:ھاجىتى يوق:37:1796:سەت:1:106064
4423:51:ئالىي مەكتەپتە:33:36:تېتىقسىز:1:68989
4423:51:ئالىي مەكتەپتە:37:1796:سەت:2:38366,68891
4476:33:خېلى بار:28:552:خاتالىق:1:60715
4477:29:بار ئوخشايدۇ:28:552:خاتالىق:1:78119
4477:29:بار ئوخشايدۇ:37:1796:سەت:2:56227,94763
4510:1:جەھەتتە كۆپ:27:401:ئاجىز:1:25376
4515:9:نۇرغۇن ۋاقىت:5:59:ئازار:1:72964
4566:4:تازا كۈلۈپتىمەن:37:1796:سەت:1:99017
4577:13:قارا تەنلىكلەر:37:1796:سەت:2:11511,22672
4662:39:ئاتا قىلغان:22:177:قايغۇ:1:44760
4662:39:ئاتا قىلغان:28:552:خاتالىق:1:109344
4662:39:ئاتا قىلغان:37:1796:سەت:1:86557
4663:18:جەننەتتە بولغاي:22:177:قايغۇ:3:60788,60791,60795
4681:8:ياخشى بۇپتۇ:37:1796:سەت:1:62491
4710:26:پۇرسەتنى چىڭ:37:1796:سەت:26:42109,42851,45716,55888,56059,58937,64473,71911,72692,72776,72943,75056,75785,76065,86627,91162,91163,95789,96748,99788,103877,107900,108076,109351,110313,111150
4711:2:چىڭ تۇتۇشى:37:1796:سەت:2:42109,86627
4713:416:بارەك بولسۇن:23:87:غەيرى:1:101767
4713:416:بارەك بولسۇن:32:111:ساختا:1:71069
4713:416:بارەك بولسۇن:37:1796:سەت:3:99149,108203,111322
4717:1:كۈچلۈك بولىشى:27:401:ئاجىز:1:81270
4724:1:ياخشى تەھلىل:28:552:خاتالىق:1:82234
4735:4:ئېغىر ئەمەس:37:1796:سەت:1:109048
4748:14:ئاتا قىلىدۇ:37:1796:سەت:1:110293
4786:122:مۇمكىن ئەمەس:27:401:ئاجىز:2:29389,96323
4786:122:مۇمكىن ئەمەس:28:552:خاتالىق:3:7843,20878,79833
4786:122:مۇمكىن ئەمەس:37:1796:سەت:3:31532,72565,94836
4823:19:غەيرەت قىلىڭ:23:87:غەيرى:1:82144
4832:8:ئىستىمال قىلىش:15:38:ھادىسە:1:14282
4833:20:دىققەت قىلىدىغان:27:401:ئاجىز:1:9168
4834:22:نۇرغۇن ئىشلارنى:37:1796:سەت:1:30182
4873:19:خام خىيال:1:58:بىنورمال:1:62453
4878:3:ئەجەپ سەت:37:1796:سەت:3:32193,37600,99561
4879:2:سەت تۇرىدىكەن:37:1796:سەت:2:86945,100036
4880:14:ئادىل ھوشۇر:37:1796:سەت:1:80062
4893:3:خاتىرجەم بولسا:28:552:خاتالىق:1:98536
4904:4:مول ھوسۇللۇق:22:177:قايغۇ:1:45033
4948:46:ناھايىتى كۆپ:22:177:قايغۇ:1:81705
4979:17:ئارتۇق گەپ:5:59:ئازار:2:81297,81303
4979:17:ئارتۇق گەپ:18:68:زوراۋانلىق:1:86007
4979:17:ئارتۇق گەپ:37:1796:سەت:1:52015
5004:2:بار تىخى:37:1796:سەت:1:93349
5037:8:ئەسلىگە كېلىپ:28:552:خاتالىق:3:99057,106838,106839
5098:1:مەزمۇنلار ئىكەن:37:1796:سەت:1:80585
5113:7:ئورۇندا تۇرۇپ:37:1796:سەت:1:69151
5120:30:بەك چوڭ:28:552:خاتالىق:1:3906
5194:2:بار ئۇچۇر:27:401:ئاجىز:1:64489
5214:2:بەك قالايمىقان:6:240:قالايمىقان:2:75028,97779
5239:16:راست گەپنى:6:240:قالايمىقان:1:108912
5241:32:بەك سەت:37:1796:سەت:32:8560,34795,42838,43067,45914,46226,49464,53957,57518,73768,75199,78080,82500,82883,86945,87687,88779,91675,91676,94018,94782,100683,103426,106514,106516,106517,106526,106529,106530,106537,106542,108865
5242:1:سەت كۆرىنىدۇ:37:1796:سەت:1:92443
5306:8:ئىش قىلساق:27:401:ئاجىز:1:108546
5306:8:ئىش قىلساق:28:552:خاتالىق:1:81819
5306:8:ئىش قىلساق:37:1796:سەت:2:96009,108546
5314:37:ناھايىتى مۇھىم:28:552:خاتالىق:1:30816
5314:37:ناھايىتى مۇھىم:37:1796:سەت:1:70114
5323:2:نادىر تېما:27:401:ئاجىز:1:103358
5326:11:يامان دەپ:37:1796:سەت:1:106316
5361:1:سەت كۈلۈپتىمەن:37:1796:سەت:1:85660
5364:1:غەيرىتىگە ئاپىرىن:23:87:غەيرى:1:18287
5378:18:ئالدىنى ئالغىلى:6:240:قالايمىقان:1:84604
5379:3:ھەرگىزمۇ يامان:37:1796:سەت:1:2403
5380:70:ئىش ئەمەس:5:59:ئازار:1:26182
5380:70:ئىش ئەمەس:8:21:ئاداۋەت:1:44599
5380:70:ئىش ئەمەس:36:17:يامان نىيەت:1:89871
5386:1:تىرىشچانلىقىڭىزغا رەھمەت:37:1796:سەت:1:92168
5410:25:ئەڭ ئاز:28:552:خاتالىق:1:100788
5410:25:ئەڭ ئاز:30:25:ئىسراپچىلىق:1:85117
5429:62:ھېس قىلىپ:27:401:ئاجىز:1:41091
5429:62:ھېس قىلىپ:28:552:خاتالىق:3:84448,84449,84484
5429:62:ھېس قىلىپ:36:17:يامان نىيەت:1:60973
5491:39:يوق دەپ:22:177:قايغۇ:1:53337
5491:39:يوق دەپ:28:552:خاتالىق:2:39331,85858
5491:39:يوق دەپ:37:1796:سەت:2:87504,98911
5508:1:يېزىقىمىزنى قوغداش:28:552:خاتالىق:1:62432
5540:9:بەك ئۇزاق:27:401:ئاجىز:5:89144,89145,89147,89153,89154
5577:14:ئادەم دىگەن:6:240:قالايمىقان:1:82582
5579:5:تېخىمۇ ئۇزۇن:37:1796:سەت:1:10413
5580:28:ئۇزۇن ئۆمۈر:37:1796:سەت:1:68084
5600:9:كىچىك بولغان:6:240:قالايمىقان:1:13642
5600:9:كىچىك بولغان:27:401:ئاجىز:1:53240
5600:9:كىچىك بولغان:37:1796:سەت:1:53845
5621:56:بەك جىق:22:177:قايغۇ:1:91879
5621:56:بەك جىق:28:552:خاتالىق:1:104076
5621:56:بەك جىق:37:1796:سەت:3:35033,55333,95630
5692:1:مەيدان يوق:37:1796:سەت:1:73431
5724:45:ياخشىلىق قىل:27:401:ئاجىز:1:108126
5752:2:ئوتتۇرا بارمىقىنى:37:1796:سەت:2:110621,110623
5819:10:ياخشى كۆرەتتىم:37:1796:سەت:1:52336
5831:14:قادىر ئەمەس:22:177:قايغۇ:1:93135
5849:24:ئىنكاس يېزىپ:1:58:بىنورمال:2:66653,67742
5849:24:ئىنكاس يېزىپ:28:552:خاتالىق:2:102529,102538
5849:24:ئىنكاس يېزىپ:37:1796:سەت:1:89866
5893:4:سەت تۇرا:37:1796:سەت:4:48747,50258,51767,72777
5905:15:نۇرغۇن نەرسىلەرنى:6:240:قالايمىقان:1:79718
5918:14:تېخىمۇ زور:14:42:ئاۋارىچىلىق:1:80558
5918:14:تېخىمۇ زور:27:401:ئاجىز:1:85219
5918:14:تېخىمۇ زور:29:121:زەربە:2:85191,85219
5959:1:ماتىرىيال ئىكەن:37:1796:سەت:1:85310
5993:13:بەك كۆپكەن:6:240:قالايمىقان:1:85180
5993:13:بەك كۆپكەن:28:552:خاتالىق:1:93259
5999:73:دىققەت قىلىش:6:240:قالايمىقان:1:66897
5999:73:دىققەت قىلىش:32:111:ساختا:1:101555
5999:73:دىققەت قىلىش:37:1796:سەت:4:15560,58159,58844,89684
6203:14:ھىس قىلىۋاتىمەن:28:552:خاتالىق:1:32978
6209:6:ياخشى تىلەكلەر:37:1796:سەت:1:42511
6266:12:يىلى تۇغۇلغان:28:552:خاتالىق:1:66274
6273:5:كۈچلۈك بولسا:27:401:ئاجىز:3:79477,81612,81778
6275:5:ئاجىز ئەمەس:27:401:ئاجىز:5:36993,67231,89037,90157,104256
6306:23:ياخشى ئوي:23:87:غەيرى:1:71211
6306:23:ياخشى ئوي:28:552:خاتالىق:1:75728
6306:23:ياخشى ئوي:37:1796:سەت:1:91441
6314:24:ئىش ئىكەن:32:111:ساختا:1:74838
6314:24:ئىش ئىكەن:37:1796:سەت:1:62933
6416:2:پۇرسەت يارىتىپ:37:1796:سەت:2:39667,105410
6434:1:بەك قىززىقىمەن:27:401:ئاجىز:1:108546
6434:1:بەك قىززىقىمەن:37:1796:سەت:1:108546
6444:5:ياخشى ئىشنىڭ:2:49:قوپال:1:66137
6487:2:ئاھاڭغا سېلىپ:22:177:قايغۇ:2:11253,25745
6576:12:كۆپ پۇل:37:1796:سەت:1:97385
6607:11:پۇرسەت بار:37:1796:سەت:11:3442,11765,16041,33639,35033,44197,54336,62879,62890,77358,78319
6679:1:ئادىتىم بار:27:401:ئاجىز:1:88769
6682:5:ياخشى ئوينا:37:1796:سەت:1:91441
6690:14:گەپ كەتمەيدۇ:37:1796:سەت:1:87753
6707:6:سەۋەبچى بولغان:20:9:مەغلۇپ بولۇش:2:2201,2203
6720:26:ئاق كۆڭۈل:23:87:غەيرى:1:25078
6720:26:ئاق كۆڭۈل:37:1796:سەت:4:18253,25078,28911,84572
